cell_id	cluster	gene_01	gene_02	gene_03	gene_04	gene_05	gene_06	gene_07	gene_08	gene_09	gene_10	gene_11	gene_12	gene_13	gene_14	gene_15	gene_16	gene_17	gene_18	gene_19	gene_20	gene_21	gene_22	gene_23	gene_24	gene_25	gene_26	gene_27	gene_28	gene_29	gene_30	gene_31	gene_32	gene_33	gene_34	gene_35	gene_36	gene_37	gene_38	gene_39	gene_40	gene_41	gene_42	gene_43	gene_44	gene_45	gene_46	gene_47	gene_48	gene_49	gene_50	gene_51	gene_52	gene_53	gene_54	gene_55	gene_56	gene_57	gene_58	gene_59	gene_60
cell_0523	cluster_3	0.0	0.768	3.096	1.542	96.585	0.0	1.598	5.72	1.146	0.0	1.085	3.155	3.706	0.716	2.172	3.285	0.705	2.748	0.0	2.548	4.451	2.555	12.669	0.0	2.151	0.68	2.368	0.0	2.094	1.161	9.608	3.422	1.006	0.945	1.719	2.846	4.222	4.232	0.877	0.738	0.684	1.836	1.362	4.632	2.165	5.994	2.574	0.391	1.802	1.68	1.816	2.347	2.055	2.431	0.864	0.949	1.87	2.634	3.639	0.694
cell_0172	cluster_1	23.136	0.0	1.555	1.026	2.347	1.743	1.806	2.664	4.007	5.793	0.832	0.913	5.163	1.196	2.135	1.727	2.143	1.319	5.321	2.05	2.273	1.18	2.122	1.635	1.223	1.029	1.664	1.674	2.296	1.259	0.508	4.25	1.47	0.769	3.649	5.419	2.703	1.747	2.711	1.589	1.337	0.0	2.312	0.0	3.226	3.124	2.97	3.146	0.0	3.169	2.882	2.876	1.22	21.5	1.041	1.366	1.801	2.762	1.677	1.998
cell_0576	cluster_3	3.766	1.934	0.0	3.677	45.74	6.024	2.053	3.614	0.909	3.59	1.732	0.0	1.428	2.838	1.214	0.693	1.256	0.0	0.0	3.139	4.671	3.26	2.43	3.671	4.528	3.762	0.0	0.0	1.471	4.752	1.777	4.918	0.0	2.354	5.884	1.413	0.0	2.838	1.341	0.298	2.385	1.953	1.331	1.177	2.083	6.161	17.215	2.927	1.719	3.261	0.0	0.0	2.104	1.652	1.56	1.991	3.09	1.308	1.826	2.978
cell_0276	cluster_2	0.749	1.457	0.0	27.653	2.871	6.452	1.991	13.993	1.116	3.781	0.0	1.947	1.127	0.993	8.426	1.696	1.472	1.246	1.485	1.37	1.953	2.126	4.744	9.684	6.437	3.854	5.734	0.713	0.0	2.517	4.093	2.788	11.834	1.165	6.372	2.4	0.0	2.613	2.557	2.685	2.33	0.0	0.708	1.355	2.417	2.334	2.988	4.523	0.0	3.141	2.589	0.433	3.612	7.089	0.0	17.172	2.17	1.71	3.111	18.626
cell_0218	cluster_1	9.541	7.62	1.817	3.256	3.96	1.618	2.565	0.878	1.886	0.854	0.0	1.318	1.646	2.566	3.511	1.334	2.621	1.668	1.839	3.988	0.0	1.748	2.46	1.343	0.976	1.592	0.0	3.379	0.0	5.738	1.053	0.0	1.84	1.242	1.693	0.0	1.027	1.185	0.0	0.0	6.887	5.517	1.226	0.473	0.0	1.203	2.85	0.916	3.975	1.608	1.597	2.675	0.0	2.156	4.346	2.527	1.701	1.212	2.755	0.991
cell_0066	cluster_1	13.578	7.917	1.882	2.759	0.0	0.0	1.507	3.774	2.324	2.894	2.625	3.024	3.408	1.404	2.527	8.332	2.161	3.878	0.625	1.785	3.24	1.457	0.0	2.643	3.522	1.291	1.706	1.275	2.846	0.741	2.029	0.0	0.0	1.183	1.744	7.582	4.93	3.909	0.0	10.617	4.802	1.734	0.921	2.838	1.925	6.909	0.836	0.747	1.193	0.0	0.395	0.0	2.422	11.972	0.594	0.943	2.004	5.024	3.479	3.027
cell_0395	cluster_2	31.246	3.687	28.334	106.647	0.0	2.438	2.553	8.575	3.991	1.678	4.508	6.523	0.0	2.16	1.928	2.114	1.718	1.864	0.0	0.0	5.867	3.173	3.425	0.0	10.321	5.085	4.647	8.581	5.048	3.938	2.675	0.904	2.808	0.0	3.45	3.869	3.797	8.583	2.995	11.823	1.74	5.4	4.434	1.015	4.641	2.47	5.618	4.643	0.0	7.442	9.361	6.293	4.234	8.597	7.292	4.801	6.019	3.925	11.653	3.447
cell_0512	cluster_3	7.396	8.258	1.225	2.275	14.859	23.373	1.821	3.176	0.639	13.229	0.0	9.089	2.17	1.581	2.317	3.511	4.386	5.569	2.884	0.61	2.493	4.109	1.097	2.292	3.052	2.397	4.808	3.232	1.126	5.274	3.35	1.976	0.0	3.051	1.845	8.193	1.326	3.758	2.644	7.486	2.578	6.291	6.131	6.27	2.684	1.362	2.469	1.529	3.934	0.0	0.379	1.511	1.13	3.066	0.0	6.285	3.327	0.518	3.512	1.493
cell_0255	cluster_2	4.659	3.236	0.0	26.042	0.812	0.0	1.077	0.668	2.193	3.971	6.023	0.0	0.38	1.8	1.863	3.961	2.379	4.962	1.183	2.144	4.617	2.188	8.148	2.472	0.552	8.789	1.627	12.204	1.861	1.491	7.888	9.099	2.587	3.239	3.31	2.407	5.479	6.649	4.954	5.667	2.207	0.783	3.958	2.852	1.415	6.138	0.892	2.846	0.858	6.644	4.897	3.52	3.064	0.69	0.0	7.101	3.15	1.833	1.446	3.127
cell_0277	cluster_2	0.537	5.571	22.344	19.088	6.046	1.933	1.222	0.956	2.517	1.035	0.0	1.095	3.615	6.743	0.0	1.693	2.227	2.738	1.467	2.709	2.022	0.0	2.939	1.911	1.57	1.742	1.857	0.0	0.0	5.014	6.37	2.883	0.76	0.0	2.01	1.372	3.12	2.386	1.66	0.0	2.069	2.744	3.692	4.597	1.703	8.1	1.992	1.584	1.078	3.511	5.6	2.887	1.07	3.241	1.264	1.611	3.38	0.0	3.387	1.962
cell_0199	cluster_1	0.0	11.189	2.373	1.565	1.97	6.17	0.0	3.876	1.866	0.901	1.112	0.0	2.696	3.465	1.694	0.0	5.431	0.91	2.417	3.857	1.006	3.072	6.407	1.599	0.955	3.064	1.313	0.0	2.436	0.422	2.428	1.009	3.174	1.741	1.188	2.943	0.879	4.259	5.233	2.395	1.78	3.259	1.643	1.86	2.792	0.0	0.614	3.867	1.379	1.965	4.279	2.666	0.0	0.791	1.717	2.844	4.627	0.0	3.725	7.08
cell_0370	cluster_2	4.086	10.993	3.534	19.877	5.364	2.151	8.058	3.573	2.595	4.216	2.559	0.0	0.0	16.388	6.409	1.304	1.837	3.078	1.108	3.063	3.752	0.0	2.613	3.671	3.009	2.486	1.579	0.547	2.252	1.961	2.463	5.917	3.048	1.801	9.679	5.511	1.201	2.122	2.213	0.954	2.53	0.0	2.709	6.901	2.405	1.187	2.204	3.19	2.794	0.0	2.818	14.13	6.697	0.0	4.808	0.0	1.958	2.77	11.025	2.849
cell_0162	cluster_1	33.367	6.811	3.75	3.762	0.929	5.65	0.0	4.199	3.354	1.805	4.106	2.776	4.352	2.567	1.422	3.791	3.847	1.027	9.578	1.033	2.502	2.119	3.311	2.153	1.577	1.762	0.0	5.016	0.0	2.328	4.214	0.0	4.872	0.0	1.318	1.172	2.809	1.605	2.841	3.957	0.0	0.0	2.704	2.389	3.648	2.968	3.038	4.139	1.374	4.205	1.96	0.843	1.18	0.0	14.311	2.817	2.135	2.255	2.862	6.418
cell_0109	cluster_1	20.902	33.761	1.336	2.843	0.0	1.501	1.503	0.504	1.653	6.299	4.605	1.492	1.121	1.52	0.0	2.165	0.753	1.952	0.903	0.533	2.807	0.34	1.139	3.684	0.0	1.441	3.362	1.847	1.418	0.947	4.903	0.782	0.832	4.152	2.608	0.904	0.676	4.705	1.558	0.0	0.0	1.337	1.288	2.734	9.665	2.22	0.685	4.949	1.753	0.0	4.872	0.917	1.433	0.667	0.952	2.065	1.417	1.755	0.0	1.118
cell_0427	cluster_3	0.562	3.495	0.97	1.776	3.951	26.916	6.427	0.0	0.0	1.48	2.947	0.981	0.978	2.463	1.042	13.905	1.895	1.475	2.448	1.792	2.136	2.602	2.365	1.395	1.193	2.215	0.0	4.107	2.213	0.0	1.188	0.526	4.244	1.393	2.581	2.837	0.942	0.592	2.402	1.215	0.505	1.019	1.905	0.779	3.092	0.519	0.0	1.742	0.329	0.698	4.79	0.0	0.707	1.517	1.462	6.721	2.091	1.268	0.445	1.331
cell_0316	cluster_2	8.259	12.391	24.17	34.236	1.459	4.256	2.758	0.577	1.934	3.434	2.284	5.03	2.562	4.395	2.848	1.368	2.445	1.851	0.0	3.003	1.162	0.0	2.964	1.49	0.0	8.615	6.614	3.003	6.489	1.403	1.688	0.85	2.641	1.601	0.0	1.349	4.533	1.858	6.222	3.016	5.507	1.372	3.975	0.0	2.398	0.0	2.017	1.769	1.48	1.25	1.448	3.832	4.479	0.0	1.547	0.0	5.163	3.067	2.463	4.669
cell_0127	cluster_1	0.0	26.52	1.761	1.696	1.591	5.619	6.423	2.917	6.92	4.726	1.563	2.237	3.45	1.513	7.871	2.578	0.0	6.644	5.014	0.372	4.158	3.948	1.856	18.123	3.617	0.878	0.0	0.0	0.0	2.595	0.0	5.092	3.787	7.045	0.0	1.832	2.67	5.208	1.538	1.78	23.281	8.268	9.215	5.097	3.609	1.787	0.0	3.665	2.068	5.119	5.155	3.947	2.134	3.443	2.136	4.128	1.65	16.053	5.856	3.668
cell_0283	cluster_2	1.457	1.493	35.556	13.533	2.426	3.257	4.506	3.331	6.159	5.083	6.947	0.0	10.343	2.706	6.61	4.698	7.828	12.643	1.126	18.236	3.04	4.276	0.997	0.0	3.915	2.441	4.71	2.198	0.0	2.143	1.822	1.27	3.553	9.297	2.102	4.252	6.144	9.356	4.313	0.0	1.986	2.522	2.51	1.82	5.093	4.23	1.979	0.0	0.0	0.0	2.869	4.322	6.941	1.473	3.79	2.541	2.633	1.571	2.262	2.883
cell_0560	cluster_3	2.791	2.329	2.98	7.636	50.024	82.606	4.778	10.475	2.41	1.744	3.776	4.374	1.512	3.214	2.779	3.077	3.297	1.044	3.394	2.079	0.0	5.089	13.332	0.0	5.342	1.861	0.0	7.52	6.31	4.548	2.236	5.594	0.706	3.909	1.827	6.828	0.0	0.829	1.765	6.91	0.0	5.066	1.147	3.04	4.903	10.189	0.0	12.418	0.0	4.843	20.105	7.443	0.75	1.907	3.593	9.355	2.071	2.895	0.922	3.853
cell_0041	cluster_1	34.911	72.442	3.896	0.0	3.646	0.0	11.41	1.959	0.0	1.866	1.484	7.714	4.073	1.66	3.088	5.184	2.462	4.048	1.314	10.451	5.17	3.076	1.731	6.221	3.225	1.739	5.827	0.0	4.326	5.904	3.145	0.0	0.0	0.348	4.131	3.665	5.255	19.334	7.208	1.975	6.536	8.352	0.0	0.0	0.0	14.59	1.978	4.875	2.868	1.612	5.337	2.439	4.496	1.781	5.506	3.537	2.734	1.928	1.109	0.0
cell_0021	cluster_1	41.189	23.899	0.427	1.569	3.007	3.578	1.647	0.401	0.0	1.817	1.983	1.154	8.082	3.586	1.348	2.721	0.505	3.44	1.351	1.269	0.977	1.986	2.684	3.878	6.294	2.808	3.06	1.258	0.869	3.57	2.439	1.955	1.661	1.54	0.0	1.199	16.593	5.617	1.295	5.097	5.258	8.014	6.214	6.08	5.114	5.596	2.465	6.619	3.258	1.376	0.0	6.669	9.686	2.88	3.676	0.0	2.761	0.967	4.036	4.29
cell_0542	cluster_3	1.513	8.781	6.271	3.054	22.93	23.628	3.781	2.872	1.368	3.554	10.978	4.609	3.168	6.021	16.151	2.828	12.039	4.512	4.043	0.0	13.19	3.206	3.029	1.59	1.432	3.696	2.321	4.361	3.967	1.892	1.636	7.499	2.221	0.0	2.866	0.0	1.442	6.498	5.253	2.277	5.823	2.448	8.995	4.232	1.653	3.681	1.169	0.613	3.485	2.272	1.748	1.156	0.563	0.0	2.943	1.524	0.0	1.712	3.04	0.0
cell_0515	cluster_3	0.0	8.312	1.196	1.952	18.799	34.876	26.815	5.209	1.731	12.966	1.435	2.608	0.0	4.182	0.576	2.117	3.551	1.413	3.424	2.78	1.708	1.982	3.187	3.951	2.398	2.978	6.367	1.991	0.637	1.813	4.071	3.698	7.868	4.012	10.278	2.462	3.248	3.344	7.529	10.09	2.022	4.444	5.23	0.679	21.934	2.796	8.62	0.924	8.283	4.598	2.892	2.238	6.582	5.955	3.263	3.797	1.726	2.008	2.448	2.064
cell_0030	cluster_1	0.0	12.687	12.287	4.494	9.609	0.0	3.641	0.537	2.709	2.869	2.109	1.369	4.383	3.168	10.092	5.094	0.0	3.509	0.0	3.451	11.078	6.861	5.628	0.0	6.61	3.316	12.928	3.335	0.0	9.094	5.454	0.0	6.492	4.651	0.0	9.303	2.899	8.115	4.711	9.066	2.419	3.149	3.216	1.303	2.684	2.143	0.824	2.774	5.801	1.706	3.24	9.01	3.87	4.052	6.405	6.461	2.109	5.886	1.823	4.576
cell_0573	cluster_3	0.0	3.954	2.627	3.158	0.0	37.933	7.873	3.2	1.516	0.0	1.267	8.114	2.391	0.679	1.58	2.298	0.65	3.793	3.191	1.861	3.029	0.0	2.915	4.015	3.203	2.47	7.574	1.431	0.923	5.677	1.979	0.269	3.223	2.293	0.475	3.586	1.471	2.004	1.975	0.0	3.649	4.741	0.0	2.643	2.398	5.878	2.363	1.083	6.536	7.428	0.0	2.71	1.347	2.212	0.682	2.381	2.063	1.032	5.836	3.482
cell_0137	cluster_1	0.0	14.834	6.877	1.477	5.083	7.311	4.313	3.351	0.0	8.329	9.506	4.827	6.98	3.25	2.34	3.038	15.812	3.167	4.923	10.861	7.876	16.808	6.451	1.297	5.091	4.387	2.263	2.933	4.998	4.746	3.799	4.508	9.214	4.703	6.303	4.238	2.97	4.686	2.568	10.419	5.415	3.761	4.324	1.083	2.511	4.807	10.636	3.424	0.0	5.675	2.214	2.754	4.118	1.519	6.888	4.847	4.149	3.617	9.012	4.982
cell_0174	cluster_1	11.244	26.087	3.133	3.317	0.974	1.36	0.987	0.473	2.895	1.46	1.418	0.956	0.916	4.076	2.479	1.104	2.971	3.142	3.06	5.754	1.127	2.053	4.7	2.234	1.691	2.381	18.183	1.042	2.355	1.468	1.809	2.638	6.741	1.478	4.036	2.131	5.59	3.36	4.128	1.898	7.997	3.542	1.113	1.776	2.981	1.638	3.987	6.751	1.593	2.08	1.427	1.333	0.924	1.921	2.219	0.0	0.604	1.2	2.183	3.152
cell_0315	cluster_2	1.957	2.556	28.88	0.0	3.0	2.784	0.781	9.182	1.439	0.799	1.946	2.146	4.216	1.989	0.0	2.392	10.045	0.984	1.218	1.007	2.05	1.408	2.343	8.909	2.585	1.26	3.105	0.0	3.005	2.552	2.713	2.45	7.862	2.181	4.033	1.14	1.746	0.294	3.41	16.84	1.655	2.889	0.921	9.272	2.801	2.753	2.766	1.862	3.019	10.645	1.407	8.424	1.725	1.356	6.37	2.619	1.41	1.163	5.222	2.598
cell_0184	cluster_1	25.357	23.965	0.0	0.0	1.047	0.458	3.586	2.336	3.828	1.249	0.488	1.757	1.192	2.36	4.219	2.076	0.0	1.197	3.516	0.957	1.0	0.0	3.209	1.681	0.0	3.342	1.876	0.599	0.412	6.452	0.0	1.541	1.023	0.376	0.82	0.0	1.478	1.761	1.747	2.34	3.84	0.0	0.728	3.229	0.948	3.212	4.208	1.629	1.571	0.755	2.608	1.428	3.674	0.549	2.716	1.39	2.131	2.299	0.804	1.013
cell_0394	cluster_2	0.0	2.757	0.0	11.969	1.724	3.62	2.134	1.726	4.666	1.129	1.493	1.694	12.957	1.469	0.0	2.587	5.755	1.866	0.0	0.801	3.528	9.938	5.084	3.026	1.929	3.078	0.0	0.695	0.0	1.396	15.503	2.445	1.698	4.801	2.538	0.0	2.12	1.462	1.11	0.0	1.28	4.473	2.657	8.051	0.526	0.641	0.975	2.629	11.651	3.496	1.067	5.636	2.992	5.595	4.832	3.098	1.059	1.231	3.542	10.951
cell_0553	cluster_3	6.78	4.311	9.195	2.783	0.0	32.218	9.581	18.162	1.368	2.364	2.554	3.232	2.136	4.005	0.0	6.916	2.88	1.287	2.386	1.636	0.0	4.575	6.15	0.0	4.284	5.083	4.466	2.025	2.829	2.928	2.706	1.879	3.03	13.111	2.045	1.868	2.533	2.65	2.502	1.892	0.998	2.446	3.938	0.78	4.693	5.663	1.312	1.56	1.333	4.315	1.278	1.679	4.546	5.277	3.455	0.0	7.23	3.475	1.278	2.402
cell_0426	cluster_3	2.997	2.719	2.827	1.267	8.968	35.34	7.032	13.322	0.491	2.779	0.878	4.138	1.056	8.152	0.0	1.93	3.926	2.28	3.166	4.539	3.105	5.616	1.205	1.429	1.872	6.644	2.985	3.669	0.869	16.267	3.239	3.275	9.484	1.776	3.584	1.837	3.962	2.676	5.775	1.285	0.0	3.634	0.783	0.684	7.208	0.874	0.71	2.757	3.79	0.0	2.321	1.579	1.872	1.982	5.634	0.0	0.719	4.767	2.193	1.489
cell_0462	cluster_3	8.118	4.659	7.593	2.011	42.883	19.752	6.303	13.361	2.333	5.54	7.104	7.494	7.284	0.0	14.823	2.377	1.381	0.908	3.842	2.879	4.133	1.683	5.731	3.96	4.503	5.676	6.642	0.0	1.977	6.702	2.954	1.392	3.242	9.621	1.646	4.673	1.864	0.0	1.328	6.236	6.618	1.445	20.648	4.341	3.071	4.165	0.0	6.532	9.7	2.172	0.0	2.42	4.028	4.17	0.0	5.558	3.968	8.333	5.975	1.197
cell_0063	cluster_1	16.642	28.618	2.873	5.468	1.757	0.635	1.747	1.422	3.54	4.821	6.259	3.005	4.219	1.676	4.136	0.0	14.203	3.53	2.534	3.618	2.807	0.0	0.497	1.602	0.716	5.195	0.0	1.553	2.745	1.555	2.63	2.457	6.074	0.0	0.0	0.527	3.988	2.784	1.744	2.455	3.99	0.661	4.927	15.113	2.064	2.918	2.118	1.678	3.865	3.042	1.0	1.796	0.0	2.457	1.185	2.56	1.66	4.011	4.469	8.253
cell_0110	cluster_1	0.0	46.425	0.753	4.594	2.129	4.025	11.126	5.307	3.747	1.861	0.0	8.138	7.325	1.943	0.93	3.046	15.707	1.81	0.0	2.393	0.803	0.0	11.943	2.485	5.394	1.257	1.785	3.021	3.813	3.183	3.969	2.929	4.778	2.349	5.083	0.0	2.991	1.272	2.948	3.842	0.0	3.167	1.747	1.74	3.124	7.224	5.079	7.506	4.157	2.362	6.834	1.905	2.179	6.377	1.995	2.081	1.319	2.573	7.856	1.978
cell_0058	cluster_1	23.146	19.467	4.136	0.0	8.415	17.273	7.499	2.752	3.581	0.0	2.745	9.094	2.82	5.165	3.952	2.057	0.0	2.048	4.165	2.739	2.03	34.227	8.402	3.752	0.0	3.113	1.325	1.847	4.621	3.638	3.428	5.274	4.72	3.849	2.261	7.796	3.758	6.808	1.72	5.056	2.381	3.659	4.775	2.548	1.771	2.64	2.043	13.144	2.512	0.915	3.187	2.246	0.0	3.966	1.685	9.334	2.068	15.147	1.643	2.376
cell_0309	cluster_2	0.0	5.025	24.47	7.505	0.432	2.607	2.508	5.887	11.427	2.727	0.0	5.272	2.025	2.99	1.638	10.25	3.193	2.476	5.658	2.058	0.0	16.342	1.772	1.019	2.048	4.789	4.969	14.003	6.919	3.377	4.412	1.136	1.9	3.317	5.391	7.964	7.832	1.408	3.404	0.471	8.494	2.37	9.627	0.0	0.0	4.117	1.432	2.964	0.609	3.147	1.795	2.169	1.786	1.276	3.146	1.099	1.666	1.006	5.863	7.804
cell_0536	cluster_3	0.567	5.644	2.712	7.768	15.962	20.733	3.718	1.574	1.073	2.995	2.778	1.343	7.322	2.669	0.0	0.83	0.936	3.696	2.257	1.033	2.449	5.969	0.959	1.998	1.085	3.949	1.001	1.002	2.441	2.309	3.31	1.923	2.591	2.547	3.798	3.197	0.0	2.145	1.111	4.544	2.574	3.188	2.343	2.256	0.0	22.621	1.583	2.556	16.987	1.198	4.583	2.426	1.134	0.0	0.0	1.679	1.445	0.0	2.341	2.821
cell_0533	cluster_3	1.969	1.961	3.59	6.452	15.808	8.251	2.337	0.0	1.463	3.5	0.431	1.772	4.706	0.0	1.569	13.713	1.466	2.394	0.42	2.165	1.356	4.025	1.674	0.0	1.962	4.039	0.483	1.305	1.805	0.732	0.0	0.883	3.069	1.791	0.723	6.559	2.572	1.713	2.954	4.649	2.835	3.865	7.464	2.215	1.298	4.297	2.263	2.665	1.074	5.809	1.398	1.221	0.0	1.575	0.0	2.561	2.902	2.587	3.099	1.533
cell_0093	cluster_1	89.416	16.417	2.072	3.508	4.993	6.198	0.0	1.166	8.889	2.222	5.513	3.485	1.662	2.829	4.123	12.351	2.593	12.618	1.939	6.611	0.0	2.206	6.081	1.404	22.685	9.617	10.708	6.492	3.258	14.213	0.0	17.737	5.261	1.097	4.417	14.937	0.0	2.151	2.868	3.361	0.0	5.455	6.034	0.0	5.565	7.155	2.818	4.164	3.711	11.788	9.156	2.361	2.866	9.374	2.338	3.489	20.699	2.749	3.678	2.815
cell_0491	cluster_3	2.578	5.034	2.34	6.05	24.06	65.625	0.923	4.303	1.663	4.397	2.603	4.095	1.424	3.432	4.987	0.628	1.614	3.536	3.416	1.383	1.348	0.0	2.008	2.596	1.035	1.89	1.904	3.699	8.405	0.429	6.914	0.695	3.458	1.366	2.096	2.515	1.061	3.166	1.129	2.637	1.087	3.14	1.401	1.862	2.836	1.182	1.969	0.689	0.0	2.719	1.819	4.524	3.579	0.0	1.497	4.817	0.775	0.925	5.622	2.437
cell_0376	cluster_2	2.305	0.0	27.902	25.224	2.488	6.305	5.776	4.392	7.103	1.853	2.322	4.187	6.078	1.546	2.346	0.0	1.372	1.671	6.455	4.446	0.0	1.086	1.808	0.868	1.137	2.019	1.638	3.832	1.62	1.562	0.517	9.647	7.602	2.614	11.816	0.939	2.276	1.183	3.39	0.453	2.34	1.362	2.257	3.482	1.313	0.433	1.197	10.063	1.647	2.437	5.559	4.301	3.116	1.014	2.214	0.0	5.429	0.826	0.82	5.312
cell_0260	cluster_2	0.974	11.203	202.048	61.054	2.881	10.222	7.337	6.033	0.0	1.559	2.168	2.893	17.292	0.0	13.624	1.384	3.064	1.294	7.554	2.543	1.796	4.905	2.424	5.356	2.207	3.009	3.051	3.257	0.0	8.403	3.312	3.552	1.271	1.831	4.6	3.009	2.716	3.335	3.717	6.232	0.0	0.0	7.386	3.112	1.213	5.67	3.905	3.768	0.0	2.117	3.475	3.859	6.166	6.038	0.0	2.891	13.101	5.946	3.301	2.927
cell_0023	cluster_1	71.546	20.619	4.983	0.0	0.0	8.045	9.824	3.95	7.196	3.135	6.265	2.088	8.518	1.828	3.194	6.278	0.802	13.856	0.0	1.715	2.219	1.587	3.767	0.0	0.0	3.811	1.313	0.939	1.907	2.516	1.947	1.274	0.839	4.615	5.31	4.584	2.358	1.342	4.852	2.279	1.136	0.958	2.167	0.889	1.52	1.831	3.049	2.186	3.457	1.474	1.456	0.0	0.759	5.181	3.005	5.029	7.517	4.326	3.699	7.38
cell_0299	cluster_2	3.478	4.091	0.0	22.529	5.537	2.344	0.886	0.557	1.165	4.008	2.148	3.699	5.097	3.678	3.166	0.686	3.023	9.316	4.106	6.516	2.626	2.566	1.172	11.905	2.114	2.903	8.159	1.836	2.323	5.889	14.755	3.453	3.525	2.985	4.971	0.0	3.298	0.789	6.708	1.648	4.285	2.159	0.0	0.0	4.319	1.445	5.699	3.991	0.653	1.754	10.113	2.974	5.227	6.358	1.177	6.938	3.588	3.705	2.248	0.524
cell_0387	cluster_2	0.0	0.444	17.058	20.187	3.33	1.288	0.0	0.743	4.322	0.288	5.973	3.441	3.247	8.198	2.201	2.402	0.0	1.115	0.734	1.557	0.715	2.706	5.66	0.655	2.003	1.207	1.877	2.417	1.375	1.197	4.971	0.968	1.658	2.511	0.0	0.635	3.017	2.177	0.577	5.649	3.723	2.989	1.393	1.805	7.96	3.298	9.36	2.695	2.861	1.635	2.673	2.19	3.177	0.877	1.82	2.469	2.427	14.859	0.0	2.152
cell_0521	cluster_3	2.673	4.781	3.842	1.655	30.116	33.839	2.421	14.7	2.351	7.632	16.617	3.203	1.956	4.614	0.0	3.205	1.262	9.18	1.955	3.754	2.023	3.994	0.0	2.355	1.285	2.089	1.38	2.283	0.915	10.571	0.679	14.326	0.929	1.621	3.481	5.599	4.933	5.535	12.012	5.384	12.502	0.0	1.285	3.145	8.742	16.523	2.047	4.614	1.457	6.456	8.195	1.162	0.0	2.726	2.288	3.283	3.296	3.258	4.398	3.934
cell_0279	cluster_2	3.848	0.761	33.102	15.723	9.43	2.365	1.679	2.833	2.063	3.374	4.896	1.105	5.84	3.249	4.804	5.847	2.357	5.582	1.475	3.962	1.111	4.979	0.0	5.694	1.724	1.51	4.283	2.617	2.868	2.988	11.553	1.261	3.557	3.765	9.157	3.332	6.985	2.784	1.688	1.385	4.307	4.34	2.408	2.27	2.261	13.845	5.172	1.919	8.06	1.949	4.987	1.545	5.972	2.155	5.363	5.417	2.593	0.0	0.0	2.261
cell_0526	cluster_3	1.865	1.642	3.023	1.501	94.349	6.172	1.367	0.0	1.006	1.341	3.004	0.0	2.09	2.411	4.097	2.993	2.826	0.0	2.846	7.77	1.351	1.224	5.513	1.046	2.727	0.0	1.605	1.77	3.115	2.073	2.021	1.572	1.602	1.413	0.992	1.893	1.39	4.402	2.41	1.193	1.39	0.0	1.921	1.155	0.63	0.904	3.28	9.509	1.499	6.702	3.119	4.558	1.742	3.364	9.96	3.356	1.29	0.0	0.849	1.602
cell_0202	cluster_1	20.425	49.534	0.0	2.672	0.643	1.269	0.998	0.0	2.683	3.808	6.791	0.763	1.968	2.599	0.0	0.0	1.719	0.889	2.826	2.096	9.748	0.569	1.287	1.495	16.375	0.0	6.697	1.978	2.124	9.634	2.865	2.504	2.418	1.939	3.214	7.804	10.826	2.151	8.374	1.675	0.813	0.0	2.36	2.191	3.786	5.331	4.353	4.158	1.122	5.223	6.343	0.841	2.882	0.833	1.016	2.98	1.197	0.0	2.712	2.915
cell_0508	cluster_3	2.029	9.868	1.968	3.688	46.522	18.573	12.098	5.517	0.0	0.0	5.804	4.831	1.213	1.68	13.342	4.94	1.685	2.817	9.53	1.499	3.225	4.885	1.241	1.873	4.089	1.723	2.409	4.328	0.0	1.545	3.927	11.585	1.472	3.526	0.0	4.623	1.0	14.053	2.47	2.852	1.937	0.957	1.209	0.95	7.838	3.547	6.062	8.846	1.806	1.911	4.628	2.566	0.0	0.0	0.0	3.173	1.137	0.0	2.888	12.149
cell_0422	cluster_3	2.273	1.861	1.874	6.88	60.633	36.271	6.574	4.104	0.553	4.363	2.987	7.692	1.183	4.198	5.587	1.701	5.151	1.654	0.923	0.0	2.031	1.55	0.488	4.817	0.0	0.869	7.445	6.454	4.721	1.357	6.573	1.923	0.0	0.0	1.597	1.869	2.025	2.516	1.647	1.086	1.286	5.531	2.144	2.191	6.291	1.666	0.0	4.769	9.613	4.434	2.451	0.787	5.474	2.782	4.762	8.866	1.453	3.176	0.0	3.277
cell_0411	cluster_2	11.066	4.041	23.28	0.0	1.641	1.815	3.063	2.605	3.27	12.869	2.604	31.451	3.122	6.067	7.542	9.555	7.21	1.325	1.188	7.731	7.226	1.742	5.523	1.725	2.792	9.611	4.635	10.06	3.024	0.0	1.742	2.457	2.347	2.508	1.978	2.012	5.275	7.44	2.616	2.669	3.394	3.828	1.996	0.786	3.098	6.012	6.453	0.0	7.554	0.0	2.502	4.258	1.435	0.0	3.116	3.167	0.921	6.014	9.13	1.933
cell_0258	cluster_2	1.65	6.989	41.168	22.922	7.373	1.227	1.484	10.575	2.894	6.342	3.01	3.348	1.822	1.329	4.968	2.92	2.08	1.846	10.619	1.345	1.655	4.203	0.634	4.217	3.115	3.406	0.711	5.625	8.222	4.215	9.351	3.539	4.169	4.378	1.769	0.0	0.0	1.366	11.751	1.565	0.871	2.258	1.573	0.0	3.724	4.905	1.406	0.0	2.607	12.039	0.0	1.117	13.068	3.949	2.567	1.023	6.981	1.535	0.0	3.581
